Id,Date,ActivityHour,StepTotal,Calories,TotalIntensity,AverageIntensity
1503960366,2016-04-13,02:00:00,0,47,0,0
1503960366,2016-04-13,02:00:00,0,47,46,0.766667
1503960366,2016-04-13,02:00:00,0,128,0,0
1503960366,2016-04-13,02:00:00,0,128,46,0.766667
1503960366,2016-04-13,02:00:00,1577,47,0,0
1503960366,2016-04-13,02:00:00,1577,47,46,0.766667
1503960366,2016-04-13,02:00:00,1577,128,0,0
1503960366,2016-04-13,02:00:00,1577,128,46,0.766667
1503960366,2016-04-13,03:00:00,36,53,4,0.066667
1503960366,2016-04-13,03:00:00,36,53,13,0.216667
1503960366,2016-04-13,03:00:00,36,79,4,0.066667
1503960366,2016-04-13,03:00:00,36,79,13,0.216667
1503960366,2016-04-13,03:00:00,493,53,4,0.066667
1503960366,2016-04-13,03:00:00,493,53,13,0.216667
1503960366,2016-04-13,03:00:00,493,79,4,0.066667
1503960366,2016-04-13,03:00:00,493,79,13,0.216667
1503960366,2016-04-13,04:00:00,0,47,0,0
1503960366,2016-04-13,04:00:00,0,47,10,0.166667
1503960366,2016-04-13,04:00:00,0,71,0,0
1503960366,2016-04-13,04:00:00,0,71,10,0.166667
1503960366,2016-04-13,04:00:00,299,47,0,0
1503960366,2016-04-13,04:00:00,299,47,10,0.166667
1503960366,2016-04-13,04:00:00,299,71,0,0
1503960366,2016-04-13,04:00:00,299,71,10,0.166667
1503960366,2016-04-13,05:00:00,0,47,0,0
1503960366,2016-04-13,05:00:00,0,47,23,0.383333
1503960366,2016-04-13,05:00:00,0,87,0,0
1503960366,2016-04-13,05:00:00,0,87,23,0.383333
1503960366,2016-04-13,05:00:00,695,47,0,0
1503960366,2016-04-13,05:00:00,695,47,23,0.383333
1503960366,2016-04-13,05:00:00,695,87,0,0
1503960366,2016-04-13,05:00:00,695,87,23,0.383333
1503960366,2016-04-13,06:00:00,0,48,0,0
1503960366,2016-04-13,06:00:00,0,48,25,0.416667
1503960366,2016-04-13,06:00:00,0,118,0,0
1503960366,2016-04-13,06:00:00,0,118,25,0.416667
1503960366,2016-04-13,06:00:00,1343,48,0,0
1503960366,2016-04-13,06:00:00,1343,48,25,0.416667
1503960366,2016-04-13,06:00:00,1343,118,0,0
1503960366,2016-04-13,06:00:00,1343,118,25,0.416667
1503960366,2016-04-13,07:00:00,126,59,8,0.133333
1503960366,2016-04-13,07:00:00,126,59,13,0.216667
1503960366,2016-04-13,07:00:00,126,73,8,0.133333
1503960366,2016-04-13,07:00:00,126,73,13,0.216667
1503960366,2016-04-13,07:00:00,258,59,8,0.133333
1503960366,2016-04-13,07:00:00,258,59,13,0.216667
1503960366,2016-04-13,07:00:00,258,73,8,0.133333
1503960366,2016-04-13,07:00:00,258,73,13,0.216667
1503960366,2016-04-13,08:00:00,275,69,12,0.2
1503960366,2016-04-13,08:00:00,275,69,0,0
1503960366,2016-04-13,08:00:00,275,47,12,0.2
1503960366,2016-04-13,08:00:00,275,47,0,0
1503960366,2016-04-13,08:00:00,0,69,12,0.2
1503960366,2016-04-13,08:00:00,0,69,0,0
1503960366,2016-04-13,08:00:00,0,47,12,0.2
1503960366,2016-04-13,08:00:00,0,47,0,0
1503960366,2016-04-13,09:00:00,1679,136,27,0.45
1503960366,2016-04-13,09:00:00,1679,136,0,0
1503960366,2016-04-13,09:00:00,1679,48,27,0.45
1503960366,2016-04-13,09:00:00,1679,48,0,0
1503960366,2016-04-13,09:00:00,0,136,27,0.45
1503960366,2016-04-13,09:00:00,0,136,0,0
1503960366,2016-04-13,09:00:00,0,48,27,0.45
1503960366,2016-04-13,09:00:00,0,48,0,0
1503960366,2016-04-13,10:00:00,295,77,15,0.25
1503960366,2016-04-13,10:00:00,295,77,11,0.183333
1503960366,2016-04-13,10:00:00,295,74,15,0.25
1503960366,2016-04-13,10:00:00,295,74,11,0.183333
1503960366,2016-04-13,10:00:00,437,77,15,0.25
1503960366,2016-04-13,10:00:00,437,77,11,0.183333
1503960366,2016-04-13,10:00:00,437,74,15,0.25
1503960366,2016-04-13,10:00:00,437,74,11,0.183333
1503960366,2016-04-13,11:00:00,524,84,16,0.266667
1503960366,2016-04-13,11:00:00,524,84,56,0.933333
1503960366,2016-04-13,11:00:00,524,135,16,0.266667
1503960366,2016-04-13,11:00:00,524,135,56,0.933333
1503960366,2016-04-13,11:00:00,1766,84,16,0.266667
1503960366,2016-04-13,11:00:00,1766,84,56,0.933333
1503960366,2016-04-13,11:00:00,1766,135,16,0.266667
1503960366,2016-04-13,11:00:00,1766,135,56,0.933333
1503960366,2016-04-14,12:00:00,81,56,4,0.066667
1503960366,2016-04-14,12:00:00,81,56,18,0.3
1503960366,2016-04-14,12:00:00,81,85,4,0.066667
1503960366,2016-04-14,12:00:00,81,85,18,0.3
1503960366,2016-04-14,12:00:00,501,56,4,0.066667
1503960366,2016-04-14,12:00:00,501,56,18,0.3
1503960366,2016-04-14,12:00:00,501,85,4,0.066667
1503960366,2016-04-14,12:00:00,501,85,18,0.3
1503960366,2016-04-14,01:00:00,58,54,3,0.05
1503960366,2016-04-14,01:00:00,58,54,54,0.9
1503960366,2016-04-14,01:00:00,58,137,3,0.05
1503960366,2016-04-14,01:00:00,58,137,54,0.9
1503960366,2016-04-14,01:00:00,1779,54,3,0.05
1503960366,2016-04-14,01:00:00,1779,54,54,0.9
1503960366,2016-04-14,01:00:00,1779,137,3,0.05
1503960366,2016-04-14,01:00:00,1779,137,54,0.9
1503960366,2016-04-14,02:00:00,0,47,0,0
1503960366,2016-04-14,02:00:00,0,47,22,0.366667
1503960366,2016-04-14,02:00:00,0,113,0,0
1503960366,2016-04-14,02:00:00,0,113,22,0.366667
1503960366,2016-04-14,02:00:00,1228,47,0,0
1503960366,2016-04-14,02:00:00,1228,47,22,0.366667
1503960366,2016-04-14,02:00:00,1228,113,0,0
1503960366,2016-04-14,02:00:00,1228,113,22,0.366667
1503960366,2016-04-14,03:00:00,0,47,0,0
1503960366,2016-04-14,03:00:00,0,47,7,0.116667
1503960366,2016-04-14,03:00:00,0,66,0,0
1503960366,2016-04-14,03:00:00,0,66,7,0.116667
1503960366,2016-04-14,03:00:00,139,47,0,0
1503960366,2016-04-14,03:00:00,139,47,7,0.116667
1503960366,2016-04-14,03:00:00,139,66,0,0
1503960366,2016-04-14,03:00:00,139,66,7,0.116667
1503960366,2016-04-14,04:00:00,0,47,0,0
1503960366,2016-04-14,04:00:00,0,47,25,0.416667
1503960366,2016-04-14,04:00:00,0,88,0,0
1503960366,2016-04-14,04:00:00,0,88,25,0.416667
1503960366,2016-04-14,04:00:00,408,47,0,0
1503960366,2016-04-14,04:00:00,408,47,25,0.416667
1503960366,2016-04-14,04:00:00,408,88,0,0
1503960366,2016-04-14,04:00:00,408,88,25,0.416667
1503960366,2016-04-14,05:00:00,0,47,0,0
1503960366,2016-04-14,05:00:00,0,47,5,0.083333
1503960366,2016-04-14,05:00:00,0,61,0,0
1503960366,2016-04-14,05:00:00,0,61,5,0.083333
1503960366,2016-04-14,05:00:00,37,47,0,0
1503960366,2016-04-14,05:00:00,37,47,5,0.083333
1503960366,2016-04-14,05:00:00,37,61,0,0
1503960366,2016-04-14,05:00:00,37,61,5,0.083333
1503960366,2016-04-14,06:00:00,0,47,0,0
1503960366,2016-04-14,06:00:00,0,47,12,0.2
1503960366,2016-04-14,06:00:00,0,72,0,0
1503960366,2016-04-14,06:00:00,0,72,12,0.2
1503960366,2016-04-14,06:00:00,322,47,0,0
1503960366,2016-04-14,06:00:00,322,47,12,0.2
1503960366,2016-04-14,06:00:00,322,72,0,0
1503960366,2016-04-14,06:00:00,322,72,12,0.2
1503960366,2016-04-14,07:00:00,0,47,0,0
1503960366,2016-04-14,07:00:00,0,47,1,0.016667
1503960366,2016-04-14,07:00:00,0,55,0,0
1503960366,2016-04-14,07:00:00,0,55,1,0.016667
1503960366,2016-04-14,07:00:00,11,47,0,0
1503960366,2016-04-14,07:00:00,11,47,1,0.016667
1503960366,2016-04-14,07:00:00,11,55,0,0
1503960366,2016-04-14,07:00:00,11,55,1,0.016667
1503960366,2016-04-14,08:00:00,0,47,0,0
1503960366,2016-04-14,08:00:00,0,47,24,0.4
1503960366,2016-04-14,08:00:00,0,91,0,0
1503960366,2016-04-14,08:00:00,0,91,24,0.4
1503960366,2016-04-14,08:00:00,806,47,0,0
1503960366,2016-04-14,08:00:00,806,47,24,0.4
1503960366,2016-04-14,08:00:00,806,91,0,0
1503960366,2016-04-14,08:00:00,806,91,24,0.4
1503960366,2016-04-14,09:00:00,902,93,14,0.233333
1503960366,2016-04-14,09:00:00,902,93,57,0.95
1503960366,2016-04-14,09:00:00,902,174,14,0.233333
1503960366,2016-04-14,09:00:00,902,174,57,0.95
1503960366,2016-04-14,09:00:00,2670,93,14,0.233333
1503960366,2016-04-14,09:00:00,2670,93,57,0.95
1503960366,2016-04-14,09:00:00,2670,174,14,0.233333
1503960366,2016-04-14,09:00:00,2670,174,57,0.95
1503960366,2016-04-14,10:00:00,1106,109,23,0.383333
1503960366,2016-04-14,10:00:00,1106,109,17,0.283333
1503960366,2016-04-14,10:00:00,1106,79,23,0.383333
1503960366,2016-04-14,10:00:00,1106,79,17,0.283333
1503960366,2016-04-14,10:00:00,362,109,23,0.383333
1503960366,2016-04-14,10:00:00,362,109,17,0.283333
1503960366,2016-04-14,10:00:00,362,79,23,0.383333
1503960366,2016-04-14,10:00:00,362,79,17,0.283333
1503960366,2016-04-14,11:00:00,50,64,7,0.116667
1503960366,2016-04-14,11:00:00,50,64,0,0
1503960366,2016-04-14,11:00:00,50,50,7,0.116667
1503960366,2016-04-14,11:00:00,50,50,0,0
1503960366,2016-04-14,11:00:00,0,64,7,0.116667
1503960366,2016-04-14,11:00:00,0,64,0,0
1503960366,2016-04-14,11:00:00,0,50,7,0.116667
1503960366,2016-04-14,11:00:00,0,50,0,0
1503960366,2016-04-15,12:00:00,83,60,6,0.1
1503960366,2016-04-15,12:00:00,83,60,13,0.216667
1503960366,2016-04-15,12:00:00,83,74,6,0.1
1503960366,2016-04-15,12:00:00,83,74,13,0.216667
1503960366,2016-04-15,12:00:00,270,60,6,0.1
1503960366,2016-04-15,12:00:00,270,60,13,0.216667
1503960366,2016-04-15,12:00:00,270,74,6,0.1
1503960366,2016-04-15,12:00:00,270,74,13,0.216667
1503960366,2016-04-15,01:00:00,75,58,5,0.083333
1503960366,2016-04-15,01:00:00,75,58,9,0.15
1503960366,2016-04-15,01:00:00,75,67,5,0.083333
1503960366,2016-04-15,01:00:00,75,67,9,0.15
1503960366,2016-04-15,01:00:00,373,58,5,0.083333
1503960366,2016-04-15,01:00:00,373,58,9,0.15
1503960366,2016-04-15,01:00:00,373,67,5,0.083333
1503960366,2016-04-15,01:00:00,373,67,9,0.15
1503960366,2016-04-15,02:00:00,124,59,7,0.116667
1503960366,2016-04-15,02:00:00,124,59,0,0
1503960366,2016-04-15,02:00:00,124,47,7,0.116667
1503960366,2016-04-15,02:00:00,124,47,0,0
1503960366,2016-04-15,02:00:00,0,59,7,0.116667
1503960366,2016-04-15,02:00:00,0,59,0,0
1503960366,2016-04-15,02:00:00,0,47,7,0.116667
1503960366,2016-04-15,02:00:00,0,47,0,0
1503960366,2016-04-15,03:00:00,0,47,0,0
1503960366,2016-04-15,03:00:00,0,47,0,0
1503960366,2016-04-15,03:00:00,0,47,0,0
1503960366,2016-04-15,03:00:00,0,47,0,0
1503960366,2016-04-15,03:00:00,0,47,0,0
1503960366,2016-04-15,03:00:00,0,47,0,0
1503960366,2016-04-15,03:00:00,0,47,0,0
1503960366,2016-04-15,03:00:00,0,47,0,0
1503960366,2016-04-15,04:00:00,0,47,0,0
1503960366,2016-04-15,04:00:00,0,47,0,0
1503960366,2016-04-15,04:00:00,0,47,0,0
1503960366,2016-04-15,04:00:00,0,47,0,0
1503960366,2016-04-15,04:00:00,0,47,0,0
1503960366,2016-04-15,04:00:00,0,47,0,0
1503960366,2016-04-15,04:00:00,0,47,0,0
1503960366,2016-04-15,04:00:00,0,47,0,0
1503960366,2016-04-15,05:00:00,26,49,1,0.016667
1503960366,2016-04-15,05:00:00,26,49,47,0.783333
1503960366,2016-04-15,05:00:00,26,140,1,0.016667
1503960366,2016-04-15,05:00:00,26,140,47,0.783333
1503960366,2016-04-15,05:00:00,1774,49,1,0.016667
1503960366,2016-04-15,05:00:00,1774,49,47,0.783333
1503960366,2016-04-15,05:00:00,1774,140,1,0.016667
1503960366,2016-04-15,05:00:00,1774,140,47,0.783333
1503960366,2016-04-15,06:00:00,0,47,0,0
1503960366,2016-04-15,06:00:00,0,47,22,0.366667
1503960366,2016-04-15,06:00:00,0,87,0,0
1503960366,2016-04-15,06:00:00,0,87,22,0.366667
1503960366,2016-04-15,06:00:00,509,47,0,0
1503960366,2016-04-15,06:00:00,509,47,22,0.366667
1503960366,2016-04-15,06:00:00,509,87,0,0
1503960366,2016-04-15,06:00:00,509,87,22,0.366667
1503960366,2016-04-15,07:00:00,7,49,1,0.016667
1503960366,2016-04-15,07:00:00,7,49,32,0.533333
1503960366,2016-04-15,07:00:00,7,97,1,0.016667
1503960366,2016-04-15,07:00:00,7,97,32,0.533333
1503960366,2016-04-15,07:00:00,519,49,1,0.016667
1503960366,2016-04-15,07:00:00,519,49,32,0.533333
1503960366,2016-04-15,07:00:00,519,97,1,0.016667
1503960366,2016-04-15,07:00:00,519,97,32,0.533333
1503960366,2016-04-15,08:00:00,55,54,5,0.083333
1503960366,2016-04-15,08:00:00,55,54,8,0.133333
1503960366,2016-04-15,08:00:00,55,64,5,0.083333
1503960366,2016-04-15,08:00:00,55,64,8,0.133333
1503960366,2016-04-15,08:00:00,77,54,5,0.083333
1503960366,2016-04-15,08:00:00,77,54,8,0.133333
1503960366,2016-04-15,08:00:00,77,64,5,0.083333
1503960366,2016-04-15,08:00:00,77,64,8,0.133333
1503960366,2016-04-15,09:00:00,21,50,2,0.033333
1503960366,2016-04-15,09:00:00,21,50,14,0.233333
1503960366,2016-04-15,09:00:00,21,75,2,0.033333
1503960366,2016-04-15,09:00:00,21,75,14,0.233333
1503960366,2016-04-15,09:00:00,280,50,2,0.033333
1503960366,2016-04-15,09:00:00,280,50,14,0.233333
1503960366,2016-04-15,09:00:00,280,75,2,0.033333
1503960366,2016-04-15,09:00:00,280,75,14,0.233333
1503960366,2016-04-15,10:00:00,154,63,8,0.133333
1503960366,2016-04-15,10:00:00,154,63,66,1.1
1503960366,2016-04-15,10:00:00,154,151,8,0.133333
1503960366,2016-04-15,10:00:00,154,151,66,1.1
1503960366,2016-04-15,10:00:00,2145,63,8,0.133333
1503960366,2016-04-15,10:00:00,2145,63,66,1.1
1503960366,2016-04-15,10:00:00,2145,151,8,0.133333
1503960366,2016-04-15,10:00:00,2145,151,66,1.1
1503960366,2016-04-15,11:00:00,425,84,23,0.383333
1503960366,2016-04-15,11:00:00,425,84,95,1.583333
1503960366,2016-04-15,11:00:00,425,182,23,0.383333
1503960366,2016-04-15,11:00:00,425,182,95,1.583333
1503960366,2016-04-15,11:00:00,2768,84,23,0.383333
1503960366,2016-04-15,11:00:00,2768,84,95,1.583333
1503960366,2016-04-15,11:00:00,2768,182,23,0.383333
1503960366,2016-04-15,11:00:00,2768,182,95,1.583333
1503960366,2016-04-16,12:00:00,459,77,15,0.25
1503960366,2016-04-16,12:00:00,459,77,42,0.7
1503960366,2016-04-16,12:00:00,459,119,15,0.25
1503960366,2016-04-16,12:00:00,459,119,42,0.7
1503960366,2016-04-16,12:00:00,1513,77,15,0.25
1503960366,2016-04-16,12:00:00,1513,77,42,0.7
1503960366,2016-04-16,12:00:00,1513,119,15,0.25
1503960366,2016-04-16,12:00:00,1513,119,42,0.7
1503960366,2016-04-16,01:00:00,0,48,0,0
1503960366,2016-04-16,01:00:00,0,48,90,1.5
1503960366,2016-04-16,01:00:00,0,214,0,0
1503960366,2016-04-16,01:00:00,0,214,90,1.5
1503960366,2016-04-16,01:00:00,3616,48,0,0
1503960366,2016-04-16,01:00:00,3616,48,90,1.5
1503960366,2016-04-16,01:00:00,3616,214,0,0
1503960366,2016-04-16,01:00:00,3616,214,90,1.5
1503960366,2016-04-16,02:00:00,63,52,3,0.05
1503960366,2016-04-16,02:00:00,63,52,20,0.333333
1503960366,2016-04-16,02:00:00,63,82,3,0.05
1503960366,2016-04-16,02:00:00,63,82,20,0.333333
1503960366,2016-04-16,02:00:00,580,52,3,0.05
1503960366,2016-04-16,02:00:00,580,52,20,0.333333
1503960366,2016-04-16,02:00:00,580,82,3,0.05
1503960366,2016-04-16,02:00:00,580,82,20,0.333333
1503960366,2016-04-16,03:00:00,6,48,1,0.016667
1503960366,2016-04-16,03:00:00,6,48,0,0
1503960366,2016-04-16,03:00:00,6,51,1,0.016667
1503960366,2016-04-16,03:00:00,6,51,0,0
1503960366,2016-04-16,03:00:00,0,48,1,0.016667
1503960366,2016-04-16,03:00:00,0,48,0,0
1503960366,2016-04-16,03:00:00,0,51,1,0.016667
1503960366,2016-04-16,03:00:00,0,51,0,0
1503960366,2016-04-16,04:00:00,6,49,1,0.016667
1503960366,2016-04-16,04:00:00,6,49,2,0.033333
1503960366,2016-04-16,04:00:00,6,54,1,0.016667
1503960366,2016-04-16,04:00:00,6,54,2,0.033333
1503960366,2016-04-16,04:00:00,15,49,1,0.016667
1503960366,2016-04-16,04:00:00,15,49,2,0.033333
1503960366,2016-04-16,04:00:00,15,54,1,0.016667
1503960366,2016-04-16,04:00:00,15,54,2,0.033333
1503960366,2016-04-16,05:00:00,12,49,1,0.016667
1503960366,2016-04-16,05:00:00,12,49,17,0.283333
1503960366,2016-04-16,05:00:00,12,79,1,0.016667
1503960366,2016-04-16,05:00:00,12,79,17,0.283333
1503960366,2016-04-16,05:00:00,380,49,1,0.016667
1503960366,2016-04-16,05:00:00,380,49,17,0.283333
1503960366,2016-04-16,05:00:00,380,79,1,0.016667
1503960366,2016-04-16,05:00:00,380,79,17,0.283333
1503960366,2016-04-16,06:00:00,0,48,0,0
1503960366,2016-04-16,06:00:00,0,48,10,0.166667
1503960366,2016-04-16,06:00:00,0,65,0,0
1503960366,2016-04-16,06:00:00,0,65,10,0.166667
1503960366,2016-04-16,06:00:00,96,48,0,0
1503960366,2016-04-16,06:00:00,96,48,10,0.166667
1503960366,2016-04-16,06:00:00,96,65,0,0
1503960366,2016-04-16,06:00:00,96,65,10,0.166667
1503960366,2016-04-16,07:00:00,101,54,4,0.066667
1503960366,2016-04-16,07:00:00,101,54,12,0.2
1503960366,2016-04-16,07:00:00,101,67,4,0.066667
1503960366,2016-04-16,07:00:00,101,67,12,0.2
1503960366,2016-04-16,07:00:00,146,54,4,0.066667
1503960366,2016-04-16,07:00:00,146,54,12,0.2
1503960366,2016-04-16,07:00:00,146,67,4,0.066667
1503960366,2016-04-16,07:00:00,146,67,12,0.2
1503960366,2016-04-16,08:00:00,175,62,9,0.15
1503960366,2016-04-16,08:00:00,175,62,19,0.316667
1503960366,2016-04-16,08:00:00,175,81,9,0.15
1503960366,2016-04-16,08:00:00,175,81,19,0.316667
1503960366,2016-04-16,08:00:00,385,62,9,0.15
1503960366,2016-04-16,08:00:00,385,62,19,0.316667
1503960366,2016-04-16,08:00:00,385,81,9,0.15
1503960366,2016-04-16,08:00:00,385,81,19,0.316667
1503960366,2016-04-16,09:00:00,1181,124,38,0.633333
1503960366,2016-04-16,09:00:00,1181,124,13,0.216667
1503960366,2016-04-16,09:00:00,1181,75,38,0.633333
1503960366,2016-04-16,09:00:00,1181,75,13,0.216667
1503960366,2016-04-16,09:00:00,463,124,38,0.633333
1503960366,2016-04-16,09:00:00,463,124,13,0.216667
1503960366,2016-04-16,09:00:00,463,75,38,0.633333
1503960366,2016-04-16,09:00:00,463,75,13,0.216667
1503960366,2016-04-16,10:00:00,1295,110,14,0.233333
1503960366,2016-04-16,10:00:00,1295,110,3,0.05
1503960366,2016-04-16,10:00:00,1295,55,14,0.233333
1503960366,2016-04-16,10:00:00,1295,55,3,0.05
1503960366,2016-04-16,10:00:00,42,110,14,0.233333
1503960366,2016-04-16,10:00:00,42,110,3,0.05
1503960366,2016-04-16,10:00:00,42,55,14,0.233333
1503960366,2016-04-16,10:00:00,42,55,3,0.05
1503960366,2016-04-16,11:00:00,2043,147,30,0.5
1503960366,2016-04-16,11:00:00,2043,147,5,0.083333
1503960366,2016-04-16,11:00:00,2043,56,30,0.5
1503960366,2016-04-16,11:00:00,2043,56,5,0.083333
1503960366,2016-04-16,11:00:00,92,147,30,0.5
1503960366,2016-04-16,11:00:00,92,147,5,0.083333
1503960366,2016-04-16,11:00:00,92,56,30,0.5
1503960366,2016-04-16,11:00:00,92,56,5,0.083333
1503960366,2016-04-17,12:00:00,0,47,0,0
1503960366,2016-04-17,12:00:00,0,47,18,0.3
1503960366,2016-04-17,12:00:00,0,76,0,0
1503960366,2016-04-17,12:00:00,0,76,18,0.3
1503960366,2016-04-17,12:00:00,260,47,0,0
1503960366,2016-04-17,12:00:00,260,47,18,0.3
1503960366,2016-04-17,12:00:00,260,76,0,0
1503960366,2016-04-17,12:00:00,260,76,18,0.3
1503960366,2016-04-17,01:00:00,0,48,0,0
1503960366,2016-04-17,01:00:00,0,48,23,0.383333
1503960366,2016-04-17,01:00:00,0,83,0,0
1503960366,2016-04-17,01:00:00,0,83,23,0.383333
1503960366,2016-04-17,01:00:00,402,48,0,0
1503960366,2016-04-17,01:00:00,402,48,23,0.383333
1503960366,2016-04-17,01:00:00,402,83,0,0
1503960366,2016-04-17,01:00:00,402,83,23,0.383333
1503960366,2016-04-17,02:00:00,0,47,0,0
1503960366,2016-04-17,02:00:00,0,47,10,0.166667
1503960366,2016-04-17,02:00:00,0,69,0,0
1503960366,2016-04-17,02:00:00,0,69,10,0.166667
1503960366,2016-04-17,02:00:00,252,47,0,0
1503960366,2016-04-17,02:00:00,252,47,10,0.166667
1503960366,2016-04-17,02:00:00,252,69,0,0
1503960366,2016-04-17,02:00:00,252,69,10,0.166667
1503960366,2016-04-17,03:00:00,8,49,1,0.016667
1503960366,2016-04-17,03:00:00,8,49,13,0.216667
1503960366,2016-04-17,03:00:00,8,73,1,0.016667
1503960366,2016-04-17,03:00:00,8,73,13,0.216667
1503960366,2016-04-17,03:00:00,191,49,1,0.016667
1503960366,2016-04-17,03:00:00,191,49,13,0.216667
1503960366,2016-04-17,03:00:00,191,73,1,0.016667
1503960366,2016-04-17,03:00:00,191,73,13,0.216667
1503960366,2016-04-17,04:00:00,0,48,0,0
1503960366,2016-04-17,04:00:00,0,48,2,0.033333
1503960366,2016-04-17,04:00:00,0,57,0,0
1503960366,2016-04-17,04:00:00,0,57,2,0.033333
1503960366,2016-04-17,04:00:00,13,48,0,0
1503960366,2016-04-17,04:00:00,13,48,2,0.033333
1503960366,2016-04-17,04:00:00,13,57,0,0
1503960366,2016-04-17,04:00:00,13,57,2,0.033333
1503960366,2016-04-17,05:00:00,0,48,0,0
1503960366,2016-04-17,05:00:00,0,48,71,1.183333
1503960366,2016-04-17,05:00:00,0,174,0,0
1503960366,2016-04-17,05:00:00,0,174,71,1.183333
1503960366,2016-04-17,05:00:00,2613,48,0,0
1503960366,2016-04-17,05:00:00,2613,48,71,1.183333
1503960366,2016-04-17,05:00:00,2613,174,0,0
1503960366,2016-04-17,05:00:00,2613,174,71,1.183333
1503960366,2016-04-17,06:00:00,0,48,0,0
1503960366,2016-04-17,06:00:00,0,48,39,0.65
1503960366,2016-04-17,06:00:00,0,136,0,0
1503960366,2016-04-17,06:00:00,0,136,39,0.65
1503960366,2016-04-17,06:00:00,1616,48,0,0
1503960366,2016-04-17,06:00:00,1616,48,39,0.65
1503960366,2016-04-17,06:00:00,1616,136,0,0
1503960366,2016-04-17,06:00:00,1616,136,39,0.65
1503960366,2016-04-17,07:00:00,0,48,0,0
1503960366,2016-04-17,07:00:00,0,48,24,0.4
1503960366,2016-04-17,07:00:00,0,95,0,0
1503960366,2016-04-17,07:00:00,0,95,24,0.4
1503960366,2016-04-17,07:00:00,754,48,0,0
1503960366,2016-04-17,07:00:00,754,48,24,0.4
1503960366,2016-04-17,07:00:00,754,95,0,0
1503960366,2016-04-17,07:00:00,754,95,24,0.4
1503960366,2016-04-17,08:00:00,0,48,0,0
1503960366,2016-04-17,08:00:00,0,48,87,1.45
1503960366,2016-04-17,08:00:00,0,191,0,0
1503960366,2016-04-17,08:00:00,0,191,87,1.45
1503960366,2016-04-17,08:00:00,2955,48,0,0
1503960366,2016-04-17,08:00:00,2955,48,87,1.45
1503960366,2016-04-17,08:00:00,2955,191,0,0
1503960366,2016-04-17,08:00:00,2955,191,87,1.45
1503960366,2016-04-17,09:00:00,0,48,0,0
1503960366,2016-04-17,09:00:00,0,48,16,0.266667
1503960366,2016-04-17,09:00:00,0,79,0,0
1503960366,2016-04-17,09:00:00,0,79,16,0.266667
1503960366,2016-04-17,09:00:00,487,48,0,0
1503960366,2016-04-17,09:00:00,487,48,16,0.266667
1503960366,2016-04-17,09:00:00,487,79,0,0
1503960366,2016-04-17,09:00:00,487,79,16,0.266667
1503960366,2016-04-17,10:00:00,0,47,0,0
1503960366,2016-04-17,10:00:00,0,47,5,0.083333
1503960366,2016-04-17,10:00:00,0,58,0,0
1503960366,2016-04-17,10:00:00,0,58,5,0.083333
1503960366,2016-04-17,10:00:00,70,47,0,0
1503960366,2016-04-17,10:00:00,70,47,5,0.083333
1503960366,2016-04-17,10:00:00,70,58,0,0
